"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginFlat","TreatmentVariable:OriginFlat","se_(Intercept)","se_TreatmentVariable","se_OriginFlat","se_TreatmentVariable:OriginFlat","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin","Treatment","Origin","Treatment:Origin","Stable_OriginFC","Variable_OriginFC","maxGroupFC","col","Gene"
"Pocillopora_acuta_HIv2___RNAseq.g20749.t1",0.371480227496556,405.599858099127,-196.799929049564,4.93763619788948,3.23212105179205,0.0450236805845699,0.655981771923102,-0.116413678661315,0.185057067164541,0.261433397696264,0.264346718408541,0.373833352322379,0.00406200425798187,10.2276246268502,0.0969732465926375,1,1,1,0.949182147239105,0.00138352725294921,0.755492542681907,0.999999999916938,0.0178257926216995,0.999427929836143,-0.919782219460081,-0.756388149652023,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20749.t1"
"Pocillopora_acuta_HIv2___RNAseq.30217_t",6.13329287424729,255.070746680889,-121.535373340445,1.70586977801329,0.738956716627566,-0.567106459508958,1.57717260147424,1.08151310769266,0.742239090277171,1.06405477690367,1.05709955697468,1.50388955528702,0.00116768150042739,7.88652011497521,0.517168051941978,1,1,1,0.972740508618916,0.00498045995484352,0.47205221677234,0.999999999916938,0.0409868508874197,0.999427929836143,-1.8478497002502,-3.03699420733188,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.30217_t"
"Pocillopora_acuta_HIv2___TS.g30620.t3",5.96738507198522,267.854763166241,-127.92738158312,1.87054384050734,2.67701809185447,0.143864639744267,-2.29454250197076,-0.207886498509011,0.709228014015718,1.0026161945943,1.0523838481022,1.48941529742381,0.00448643120103394,10.3716086643107,0.019481435215192,1,1,1,0.946596966663147,0.00127967995733486,0.888995073717809,0.999999999916938,0.0169240204017795,0.999427929836143,2.65594970572668,2.90520224545539,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g30620.t3"
"Pocillopora_acuta_HIv2___RNAseq.g20479.t1",0.148808052045234,411.56668649981,-199.783343249905,5.60002681507434,4.20809813433047,-0.206441541731947,-0.55262779748541,0.315299592050417,0.128286041332547,0.166789421199075,0.183186249530619,0.243682847956939,0.235476164287432,8.35524719535094,1.67415974173883,1,1,1,0.62749273201601,0.00384575145711526,0.195702296468998,0.999999999916938,0.0339781514510378,0.999427929836143,0.781756040598315,0.335469635539473,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20479.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13282.t1",2.79519776345534,385.136402851781,-186.56820142589,3.49146648269635,4.05214740804209,-0.513303833786881,-1.61674147201834,0.272594056446441,0.484131481536328,0.685378372827347,0.704595741456672,0.99802542240711,0.59639390228116,8.80689884474963,0.0746018429957073,1,1,1,0.439957232883794,0.00300093662734124,0.784750688759588,0.999999999916938,0.0297779574420165,0.999427929836143,2.23623272777969,1.82813526196942,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13282.t1"
"Pocillopora_acuta_HIv2___TS.g234.t1",0.031328703156943,446.545380260773,-217.272690130387,7.26204211076968,4.93985511237309,0.0112660542340545,0.171036785585153,0.0637030761147113,0.0566305749208263,0.0800459705770887,0.0812608520233816,0.114718604677012,0.543728282506795,12.5253538016599,0.30835649201943,1,1,1,0.460891699239936,0.000401466871319266,0.578690462862657,0.999999999916938,0.00759557816734582,0.999427929836143,-0.245141616704489,-0.336535778701935,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g234.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13414.t1",0.0486854993223368,751.269030454778,-369.634515227389,11.6145239320539,8.22111216863707,-0.0846190035675944,-0.298843338393117,0.142118810323751,0.0708898116448202,0.0911797494815379,0.102437551176494,0.131577049098946,0.0610016775055615,8.36679505908157,1.16665606297172,1,1,1,0.804919696045165,0.00382138961299913,0.280089396345595,0.999999999916938,0.0338814671740274,0.999427929836143,0.431004717889877,0.226034082411264,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13414.t1"
"Pocillopora_acuta_HIv2___RNAseq.g23376.t1a",2.49552191152989,294.399028187456,-141.199514093728,2.34696735474945,2.63533015422333,-0.000747105002994991,-1.42569160975824,0.0975969283905408,0.462530399947603,0.654120401348749,0.684045876662765,0.966094637096269,0.00835275520291153,8.12346432772015,0.0102054687356615,1,1,1,0.92717999871396,0.00436959806587597,0.919532900755937,0.999999999916938,0.0371684747632457,0.999427929836143,1.78010355466121,1.67030045519735,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g23376.t1a"
"Pocillopora_acuta_HIv2___RNAseq.g20719.t1",0.151619880236431,348.126375150297,-168.063187575149,4.59441913353252,3.63319054825351,-0.437924589024448,-0.737780996327393,0.637681207640504,0.121809747307941,0.175742842635719,0.183429369785365,0.259986709734258,1.28039592704707,10.4569193249544,6.01596002134737,1,1,1,0.257825432342857,0.00122190886965223,0.0141770639678224,0.999999999916938,0.0163461103146557,0.999427929836143,1.02440974490453,0.138449863594224,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20719.t1"
"Pocillopora_acuta_HIv2___TS.g1487.t1a",0.146904828385567,375.236050965107,-181.618025482553,4.98262815191901,3.19526595922907,0.197563172762741,0.46829568690059,-0.0769351849741394,0.125120041363976,0.175209015031541,0.177033836399583,0.248606526513454,1.64345445767107,11.9291073623914,0.0957690001125746,1,1,1,0.19985216096214,0.000552636498586698,0.756967323665831,0.999999999916938,0.00950815646828318,0.999427929836143,-0.654225163158284,-0.549338590990195,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g1487.t1a"
"Pocillopora_acuta_HIv2___RNAseq.g26602.t1",0.235464349340944,554.473008921486,-271.236504460743,7.69661807893369,5.39438483532189,-0.467131150164687,0.437231010845898,0.172491597143704,0.141423856792649,0.20056614147545,0.204140456213836,0.289245936002199,7.06751411484666,13.0853636980303,0.355632428566228,1,1,1,0.00784940880007898,0.000297612044399221,0.550941935866268,0.999999999916938,0.00612717025617889,0.999427929836143,-0.628478817716753,-0.874897942649818,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g26602.t1"
"Pocillopora_acuta_HIv2___RNAseq.g472.t1",3.70945859923776,301.89903092506,-144.94951546253,2.41118028860878,1.1493846885992,-0.297632417741639,1.76284250552788,0.56013916283986,0.579237223411301,0.824731104897553,0.823206122457612,1.16762403155376,0.000969582647864747,12.2252324245628,0.230136670793212,1,1,1,0.975159387360667,0.000471475200534184,0.6314225076797,0.999999999916938,0.00842192555002878,0.999427929836143,-2.22253328236396,-2.89779144134525,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g472.t1"
"Pocillopora_acuta_HIv2___RNAseq.g12072.t1",0.294894036866023,288.841473942827,-138.420736971414,3.18005485787179,1.79349407504028,0.346572088456011,0.883784467395217,-0.64262241057835,0.196059453384436,0.269847573397746,0.267390815827752,0.375617014002473,0.00630502830235356,8.83319948451935,2.92698988760738,1,1,1,0.936711121440436,0.00295799331951037,0.0871097691689231,0.999999999916938,0.0296404057154549,0.999427929836143,-1.14892070235947,-0.315008680947545,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g12072.t1"
"Pocillopora_acuta_HIv2___TS.g3218.t1",0.260473047497348,379.037584572006,-183.518792286003,4.69383781996996,3.08343785397309,0.0156216194526528,0.58012379215656,-0.108370978395248,0.159758932629217,0.225802293075317,0.227009575190877,0.321300655599553,0.0556711947391259,10.7214445061465,0.113763452910438,1,1,1,0.81347345500728,0.00105900965305677,0.735899516627619,0.999999999916938,0.0148820289526346,0.999427929836143,-0.808858512648007,-0.656992952521612,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g3218.t1"
"Pocillopora_acuta_HIv2___RNAseq.g22282.t1",0.102097464506309,280.865669558115,-134.432834779057,3.78857309769058,2.87638551592713,-0.0382821848012661,-0.60145195410421,0.119043545718596,0.114904117661862,0.16306173293594,0.178410612343237,0.251234555882173,0.00914922915999392,18.5780696826405,0.224518928000144,1,1,1,0.923797279770348,1.6308594711432e-05,0.635618084971333,0.999999999916938,0.000792388179265127,0.999427929836143,0.80560725957062,0.647335660167701,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g22282.t1"
"Pocillopora_acuta_HIv2___RNAseq.g4852.t1",0.656886789073037,354.490659909805,-171.245329954903,3.67896187360549,2.50041086560601,-0.179249387038462,0.775017128929836,-0.100446333924173,0.248149740646915,0.352844174026077,0.353174046350964,0.501911749868264,0.831997851202474,8.35337815526482,0.0400510084430573,1,1,1,0.361695464993546,0.00384970928944586,0.841380881772805,0.999999999916938,0.0339781514510378,0.999427929836143,-1.05787389316516,-0.908501645540168,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g4852.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11235.t1",0.897126693858849,391.83898077068,-189.91949038534,3.94096497909255,2.72895562268606,0.229279923313599,0.310917883724747,-0.162842664976205,0.0223696495977344,0.0223304992003899,0.0222751091486839,0.0222961471369148,104.784688286428,194.148687119719,53.3429167457301,1,1,1,1.36155465070219e-24,3.95195755141193e-44,2.80119446014784e-13,2.45379379149548e-21,3.00022444463485e-41,1.8029688057423e-10,-0.424736670474122,-0.203795099551595,"Stable","q_Origin:Treatment < 0.05 (biggest FC in Stable)","Pocillopora_acuta_HIv2___RNAseq.g11235.t1"
"Pocillopora_acuta_HIv2___RNAseq.17885_t",0.0817809697266302,382.138604310388,-185.069302155194,5.47400650268989,3.8533477240627,0.148575386358961,-0.177993593584221,-0.169703805349562,0.0522462372709009,0.0609881574377525,0.0611676668160632,0.0670726094496327,5.92235730462362,11.7102646777516,6.40166223273285,1,1,1,0.0149499436249764,0.000621562782755441,0.0114013566402847,0.999999999916938,0.0100914794536094,0.999427929836143,0.250965102940678,0.490892133463301,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.17885_t"
"Pocillopora_acuta_HIv2___RNAseq.g26608.t1",0.0504125202415163,511.012015601825,-249.506007800912,7.89290866151371,5.66093296314884,-0.0932247941212746,-0.308644073689384,0.110727909050354,0.0670149111685573,0.0949227238048523,0.0974916477901403,0.137949561070386,0.350842190464731,13.4905600103358,0.644278370925826,1,1,1,0.553636773246104,0.000239766627604123,0.422165770055948,0.999999999916938,0.00530774461565841,0.999427929836143,0.443471752097405,0.284331843064747,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g26608.t1"
"Pocillopora_acuta_HIv2___RNAseq.g24774.t1",0.249477332304625,406.947441056436,-197.473720528218,5.25972530656347,3.40119741963645,0.0219788319512429,0.670157611603849,-0.0550787984257308,0.153516989326033,0.21696659848021,0.218626242566278,0.309170754420818,0.00110854160941907,17.280801993509,0.0317374553740539,1,1,1,0.973439525581419,3.22428028547095e-05,0.858605103245056,0.999999999916938,0.00137874259833169,0.999427929836143,-0.943924004479858,-0.866288063144902,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g24774.t1"
"Pocillopora_acuta_HIv2___TS.g19723.t4c",0.0525599552901289,348.341630140084,-168.170815070042,4.94792424034141,3.57235944498236,-0.151011398966226,-0.208410363384626,0.14644608732604,0.0555379044352863,0.0607562954617085,0.0644575234186237,0.0705013405363447,3.98056312716282,8.02740751420703,4.31480125154643,1,1,1,0.0460281727479257,0.00460747406362555,0.0377821842574155,0.999999999916938,0.0387040188866549,0.999427929836143,0.291567655126205,0.0864810235625955,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g19723.t4c"
"Pocillopora_acuta_HIv2___TS.g26547.t1",0.057266330630139,381.437620964934,-184.718810482467,5.7028410295481,4.06195173989969,0.0404024847313023,-0.178357330036306,-0.136143015868692,0.0804260377811296,0.111370494799403,0.117488539906938,0.163579239765772,0.0775938818577447,8.44863749802952,0.692682734851472,1,1,1,0.780584981807282,0.00365317024078379,0.405253379394857,0.999999999916938,0.0330165810663108,0.999427929836143,0.252555771162237,0.445081928603388,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g26547.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8646.t1",0.132035076201792,700.638672195372,-344.319336097686,10.2062247658772,7.45137947611061,-0.31847418686388,-0.536193239435318,0.381688930571188,0.112998215983999,0.149533136001371,0.160957671699313,0.216478164059073,1.58862993296374,8.42039633617399,3.10878679177069,1,1,1,0.207521987422465,0.00371034904350484,0.0778709448749948,0.999999999916938,0.0332856092950111,0.999427929836143,0.772969467020353,0.222710317475503,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g8646.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1912.t1",0.0593233121464529,601.657356333586,-294.828678166793,9.09196799252049,6.51397167564779,-0.0872135673862553,-0.462738487944057,0.362292467684715,0.0711838102351939,0.100724876484303,0.103316295444387,0.145973199350792,1.3685112541974,14.8489945886043,6.15988148117996,1,1,1,0.242067835574988,0.000116470138323421,0.0130679964114658,0.999999999916938,0.00313327711784899,0.999427929836143,0.666334358850946,0.144666793027417,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1912.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25622.t1",0.31606735659906,321.547988912136,-154.773994456068,3.55983578963672,2.2878943775841,0.0733526280636722,0.461704826430979,0.0824578031819563,0.186535643423063,0.262665169889031,0.263330288291317,0.370471004695359,0.384122652398319,7.38525389648865,0.049539894145802,1,1,1,0.535405079177098,0.00657607860932608,0.823865834714676,0.999999999916938,0.0481774630021787,0.999427929836143,-0.616091158089313,-0.731917819300253,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25622.t1"
"Pocillopora_acuta_HIv2___RNAseq.g2516.t1",0.0330595127060182,745.47162716887,-366.735813584435,11.7983069947124,8.34369789406547,-0.137658067002858,-0.270006113822772,0.207155183305951,0.0544545894210137,0.0745962391633919,0.0783343077128725,0.107898727161659,0.51369018384891,8.59522603437262,3.68603085083129,1,1,1,0.473545752346885,0.00337045376917691,0.0548700436408244,0.999999999916938,0.0312998378202633,0.999427929836143,0.389430126796032,0.0906491843288002,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g2516.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16996.t1",0.0404948654918724,427.912870828155,-207.956435414077,6.85977542893235,4.85524400743812,0.0318965973312511,-0.131004888622456,-0.193421977838115,0.0653076741597575,0.0895841126000361,0.0939612698990315,0.13093994311383,0.805506054634322,11.1956999986512,2.18206329452386,1,1,1,0.369452231458624,0.000819871027186242,0.139627162849101,0.999999999916938,0.0123865667526416,0.999427929836143,0.187440512843102,0.46391571498194,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16996.t1"
"Pocillopora_acuta_HIv2___RNAseq.g17385.t1",0.189862859187919,328.444156416077,-158.222078208039,4.06692518481872,2.49268879023325,0.231890712820169,0.606584162261579,-0.141810279713124,0.150706591658647,0.20975889135007,0.209931049031913,0.293875572927965,1.18083779174543,13.2237267646495,0.232856545168463,1,1,1,0.277185503802529,0.000276427438245228,0.629413785191309,0.999999999916938,0.00578914746270626,0.999427929836143,-0.82411538451795,-0.637141641057752,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g17385.t1"
"Pocillopora_acuta_HIv2___TS.g1320.t3",0.534026535082713,422.774327620677,-205.387163810338,4.83217070074712,3.20629705019588,0.0299274295274557,0.702082963953764,0.0456133009306247,0.218809203202199,0.309282164341581,0.31344847175768,0.443020964460695,0.0554792164379692,10.7099306014829,0.0106006976562476,1,1,1,0.813789430817859,0.00106562026119686,0.917994964010737,0.999999999916938,0.0149122851960239,0.999427929836143,-0.984278260077332,-1.0496741820699,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g1320.t3"
"Pocillopora_acuta_HIv2___RNAseq.g27211.t1",0.0786339383026978,454.387660987655,-221.193830493828,6.64478543597958,4.86870783565022,-0.181867111939536,-0.393684783946663,0.156007245324276,0.0932002464636465,0.121018766445201,0.135344386485048,0.176245991280817,1.51500510929936,9.38534877304323,0.783521722404138,1,1,1,0.218376936768438,0.00218726436859356,0.376066231316735,0.999999999916938,0.0245547475885943,0.999427929836143,0.562669997593336,0.339365912122203,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g27211.t1"
"Pocillopora_acuta_HIv2___RNAseq.g22861.t1",0.029245278207352,408.924679079671,-198.462339539836,6.45704176261187,4.41884060792646,-0.0305834234325018,0.137902984171041,0.0689596816592835,0.0586610585753666,0.0831470178439989,0.0839879591331157,0.118756991550152,0.00294321003585927,8.42923616621528,0.337188008753275,1,1,1,0.956734901730065,0.00369235417778998,0.561456871187088,0.999999999916938,0.0332224029143821,0.999427929836143,-0.196737832412408,-0.295128035715627,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g22861.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16291.t1",0.0539794500538476,444.664203148495,-216.332101574247,6.63504776160825,4.74742121849909,-0.0111365522569488,-0.259682611998691,0.0235332389060421,0.0735725808092827,0.10241536180114,0.107270714705853,0.149510335500903,1.39953060775404e-06,10.3962144210074,0.0247754171396184,1,1,1,0.999056088753492,0.00126273923586085,0.874927968401717,0.999999999916938,0.0168182302343318,0.999427929836143,0.370968779155101,0.33735410233388,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16291.t1"
"Pocillopora_acuta_HIv2___RNAseq.g8376.t1",0.982742458489425,430.729163894083,-209.364581947042,4.60590306025657,3.01252513264472,0.0548038999293333,0.919153910013079,0.133964093170371,0.382186955414988,0.420981360685757,0.458812138516128,0.598591922266188,0.161711695096367,8.76820409322719,0.0500858574761547,1,1,1,0.687585465513243,0.00306527116870571,0.822913942686445,0.999999999916938,0.0297854055423239,0.999427929836143,-1.28483238999272,-1.47693060440264,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g8376.t1"
"Pocillopora_acuta_HIv2___RNAseq.g15917.t1",0.0882310865144252,371.736377859496,-179.868188929748,5.19778552662732,3.4578927253387,0.0233473639969946,0.336574491337801,0.00289026621986329,0.0998862018543987,0.141045851900133,0.141574172560682,0.199932395644537,0.0614764780150332,11.4338176616223,0.000208982227752133,1,1,1,0.804177344059342,0.000721193517334474,0.988466008891428,0.999999999916938,0.0112246740323249,0.999427929836143,-0.47292966448734,-0.477294206511981,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g15917.t1"
"Pocillopora_acuta_HIv2___RNAseq.g15852.t1",0.438668481628649,391.686253250672,-189.843126625336,4.40638086244889,3.09727524505631,-0.228011504485451,0.378425854729849,0.184137370099374,0.0888595327709886,0.0813794880285159,0.095964656644872,0.0884135331021825,14.8645551263556,11.3048261664932,4.33756884302155,1,1,1,0.000115513239579869,0.00077305885777013,0.0372801200420107,0.0547836737817999,0.0118562906122043,0.999427929836143,-0.526173119578518,-0.777886960806518,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g15852.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28665.t1",0.103239231478869,446.245855698436,-217.122927849218,6.35714755256521,4.3339374123499,-0.115524696964689,0.3062961629657,0.0989338876588856,0.105222522515999,0.140787168228534,0.144622416223424,0.200452504591329,0.441839592947779,11.7450091759846,0.243594330690089,1,1,1,0.506235896026167,0.000610066078386702,0.621622067532465,0.999999999916938,0.0100223302047164,0.999427929836143,-0.436955904452503,-0.577632688963284,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28665.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16294.t1",0.0187500098197714,445.293789836714,-216.646894918357,7.41030531621414,5.03887387539974,0.06132045340446,0.144855181133541,0.0175068717981502,0.0462756676305929,0.0646130119488713,0.0660177065297976,0.0925601842576633,2.2806051642014,10.8491170638285,0.0357740971388317,1,1,1,0.131000749587289,0.000988428744429769,0.849982765382327,0.999999999916938,0.0140588226578401,0.999427929836143,-0.207728533647978,-0.232928385587272,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16294.t1"
"Pocillopora_acuta_HIv2___RNAseq.19893_t",0.300077331420958,441.700426581131,-214.850213290566,5.78015635256661,3.91368828485381,-0.282702809158552,0.624759178183883,0.0544441571755601,0.163310301758302,0.232129407393521,0.234353815220633,0.332619923637586,2.37446459625028,15.360096171704,0.0267920558061308,1,1,1,0.123333876304357,8.88448967140034e-05,0.869980866246032,0.999999999916938,0.00271150788361831,0.999427929836143,-0.888155431273622,-0.96141150232244,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.19893_t"
"Pocillopora_acuta_HIv2___TS.g23225.t1",5.03344915037333,291.099809038064,-139.549904519032,2.14189804403513,3.17631621045453,-0.115069329789718,-2.36034820020764,-0.0968311297324975,0.650334404803031,0.91994155909573,0.959543771853639,1.36064417080635,0.0552569335407574,12.533629741482,0.00506455004310704,1,1,1,0.814156006460514,0.000399692614599386,0.943265917709275,0.999999999916938,0.00759557816734582,0.999427929836143,2.93597438403573,2.98190154640111,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g23225.t1"
"Pocillopora_acuta_HIv2___RNAseq.g5314.t1",0.0493771847978477,399.628428257653,-193.814214128826,6.20634300501601,4.18205014311852,0.0325435472559125,0.253086317119579,-0.0303906917290109,0.0733963705181272,0.103601762104512,0.104658708058716,0.147864264688853,0.0568457595870396,10.3509891372662,0.0422429962512175,1,1,1,0.811552651898304,0.0012940532591004,0.837157272395186,0.999999999916938,0.0170483631017393,0.999427929836143,-0.360267293193857,-0.31708127107301,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g5314.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25984.t1",0.040404842051986,370.662565696485,-179.331282848242,5.90272041315667,4.04305126795175,-0.083826661031771,0.0436886949673865,0.296225676362646,0.0694914180341389,0.0989239845851491,0.100144569853205,0.141044544188216,0.770407228111042,7.49209659788942,4.41095691970702,1,1,1,0.380091102532237,0.00619703633857776,0.0357088047350276,0.999999999916938,0.0465804996898731,0.999427929836143,-0.0619657532569331,-0.482588752045926,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25984.t1"
"Pocillopora_acuta_HIv2___TS.g14732.t1",0.135140648483084,431.459140264444,-209.729570132222,6.11587457122964,3.95284499994841,0.215111379616944,0.526555798750645,-0.149285028294926,0.113409477184138,0.159416661889447,0.161796599230149,0.227992957013867,1.55515096191396,15.6787544279919,0.428735699062014,1,1,1,0.21237662748562,7.50626121923692e-05,0.512609974381098,0.999999999916938,0.00249117390031281,0.999427929836143,-0.74849064604678,-0.537356783507192,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g14732.t1"
"Pocillopora_acuta_HIv2___TS.g27546.t1b",0.134720538615666,424.728365835395,-206.364182917698,5.91439823395977,4.26487892855458,0.0143109786363323,-0.385410212738854,0.140412590983358,0.0725359396086672,0.0837948695589565,0.0939144476111109,0.0949225146792701,0.378472878840936,14.9045612582999,2.18813260042902,1,1,1,0.538421660939732,0.000113089219451683,0.13907784201351,0.999999999916938,0.00306622944099469,0.999427929836143,0.546658366444381,0.347994294167745,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g27546.t1b"
"Pocillopora_acuta_HIv2___RNAseq.g5899.t2",0.911406063645809,384.63944727687,-186.319723638435,3.82413410881421,3.17269480945079,-0.600378897865586,-0.274084387009116,0.54181419321221,0.0244656475003273,0.0243785890594598,0.0244208554715826,0.024418459823276,602.95234140482,124.838523259531,492.338977856662,1,1,1,3.81631214552194e-133,5.52094055411522e-29,4.4144807507566e-109,1.71943943716491e-129,3.04825887467329e-26,9.94472151126693e-106,0.37724455444393,-0.362010100272347,"Stable","q_Origin:Treatment < 0.05 (biggest FC in Stable)","Pocillopora_acuta_HIv2___RNAseq.g5899.t2"
"Pocillopora_acuta_HIv2___RNAseq.g21831.t1",0.037463454904189,427.692060933818,-207.846030466909,6.682216075574,4.76794697065177,-0.0407128513177775,-0.326380045195065,0.203366781324113,0.066422650579393,0.0877657853223341,0.0973537733073971,0.128579717735075,0.708664346271456,9.4893007891741,2.50158402104016,1,1,1,0.399887573447484,0.00206673569301684,0.11373185423406,0.999999999916938,0.023461869723241,0.999427929836143,0.46618280306024,0.175814763054374,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g21831.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28606.t1",0.145750535969194,460.506361751897,-224.253180875948,6.31678363234207,4.76114637337745,-0.258888581722695,-0.590120158531772,0.371665607451324,0.117036530842021,0.161306589665464,0.169002899815092,0.235170717214622,0.512345753089643,11.0790445446741,2.49768843304372,1,1,1,0.474125156914484,0.00087308775791676,0.114013534048604,0.999999999916938,0.0130606059394038,0.999427929836143,0.841554428210311,0.311307074118764,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28606.t1"
"Pocillopora_acuta_HIv2___TS.g3052.t1",0.22391177419971,441.536216570601,-214.7681082853,5.82004930960192,3.94179783135046,-0.0667291475477365,0.349893244014697,0.026563655699862,0.104088735791644,0.119242323738271,0.119013869697558,0.130357075551227,0.271664862786368,9.32494043398404,0.04152469654458,1,1,1,0.602217148573808,0.00226055668914982,0.838528474968592,0.999999999916938,0.0251451494330807,0.999427929836143,-0.496655002717638,-0.533881437406293,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g3052.t1"
"Pocillopora_acuta_HIv2___RNAseq.g31256.t1",0.0459686683996239,367.638756898878,-177.819378449439,5.73394364163696,4.11768124850034,-0.0673466272436906,-0.225860950263839,0.00614205980966203,0.0720248043182609,0.102321446005199,0.10593313867567,0.150516774618686,0.738956457302808,8.76660155944491,0.00166516884063665,1,1,1,0.389995367223163,0.00306796558353096,0.967450173071202,0.999999999916938,0.0297854055423239,0.999427929836143,0.320003226442934,0.310931464270515,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g31256.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16633.t1",0.172942803883116,269.83621145199,-128.918105725995,3.29307340248011,1.87323542893985,0.102958940384155,0.779582125664202,-0.249714958827962,0.17087208812302,0.230343587308978,0.227999066561814,0.313813919823794,0.0414654217127934,15.6406343555665,0.633205546807261,1,1,1,0.838642177908244,7.65909529827746e-05,0.426181930556705,0.999999999916938,0.00252808173723052,0.999427929836143,-1.01674460187738,-0.690333511667187,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16633.t1"
"Pocillopora_acuta_HIv2___RNAseq.g3793.t1",0.133334537723289,523.440381665005,-255.720190832502,7.43482869543064,5.51131716559606,-0.30645586542902,-0.577059634333035,0.511189891194316,0.114534525958343,0.152821576711642,0.162209355490915,0.221636384031855,0.320974412672284,7.37861047203339,5.31964194696901,1,1,1,0.571022646275666,0.0066004147159309,0.0210863437902774,0.999999999916938,0.0482393737597392,0.999427929836143,0.827994767235009,0.094493733602218,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g3793.t1"
